event_key,commonName,catalog_version,GPS,observing_run,source_class,M_chirp,M_total,mass_1_source,mass_2_source,M_final,D_L,redshift,chi_eff,p_astro,far,M_chirp_lower,M_chirp_upper,M_total_lower,M_total_upper,D_L_lower,D_L_upper,is_primary_entry
GW190602_175927-v3,GW190602_175927,IAS-O3a,1243533585.1,O3a,BBH,49.0,120.0,73.0,44.0,,3000.0,0.5,0.2,1.0,0.001,-14.0,21.0,-20.0,90.0,-1900.0,2600.0,False
GW190531_023648-v1,GW190531_023648,GWTC-2.1-marginal,1243305426.3,O3a,unknown,,,,,,,,,,0.41,,,,,,,True
GW190527_092055-v1,GW190527_092055,GWTC-2,1242984073.8,O3a,BBH,24.3,59.1,36.5,22.6,56.4,2490.0,0.44,0.11,0.988513,0.062270351314133505,-4.2,9.1,-9.8,21.3,-1240.0,2480.0,False
GW190527_092055-v2,GW190527_092055,GWTC-2.1-confident,1242984073.7,O3a,BBH,23.9,58.1,35.6,22.2,55.5,2520.0,0.44,0.1,0.84784,0.23,-3.9,6.8,-8.8,18.1,-1230.0,2080.0,True
GW190527_092055-v3,GW190527_092055,IAS-O3a,1242984073.8,O3a,BBH,26.0,63.0,39.0,24.0,,3100.0,0.5,0.3,0.92,0.093,-6.0,21.0,-13.0,74.0,-1700.0,5200.0,False
GW190521_074359-v1,GW190521_074359,GWTC-2,1242459857.5,O3a,BBH,32.1,74.7,42.2,32.8,71.0,1240.0,0.24,0.09,1.0,1e-05,-2.5,3.2,-4.8,7.0,-570.0,400.0,False
GW190521_074359-v2,GW190521_074359,GWTC-2.1-confident,1242459857.4,O3a,BBH,32.8,76.3,43.4,33.4,72.6,1080.0,0.21,0.1,1.0,1e-05,-2.8,3.2,-5.9,7.0,-530.0,580.0,True
GW190521_074359-v3,GW190521_074359,IAS-O3a,1242459857.4,O3a,BBH,33.0,78.0,43.0,35.0,,1000.0,0.21,0.1,1.0,0.001,-7.0,23.0,-11.0,86.0,-500.0,800.0,False
GW190521-v1,GW190521,O3_Discovery_Papers,1242442967.4,O3a,unknown,,,,,,,,,,,,,,,,,True
GW190521-v2,GW190521,O3_Discovery_Papers,1242442967.4,O3a,BBH,64.0,150.0,85.0,66.0,,5300.0,0.82,0.08,,,-8.0,13.0,-17.0,29.0,-2600.0,2400.0,False
GW190521-v3,GW190521,GWTC-2,1242442967.4,O3a,BBH,69.2,163.9,95.3,69.0,156.3,3920.0,0.64,0.03,0.999624,0.0002039635028,-10.6,17.0,-23.5,39.2,-1950.0,2190.0,False
GW190521_030229-v4,GW190521,GWTC-2.1-confident,1242442967.4,O3a,BBH,63.3,153.1,98.4,57.2,147.4,3310.0,0.56,-0.14,0.99989,0.0013,-14.6,19.6,-16.2,42.2,-1800.0,2790.0,False
GW190519_153544-v1,GW190519_153544,GWTC-2,1242315362.4,O3a,BBH,44.5,106.6,66.0,40.5,101.0,2530.0,0.44,0.31,1.0,1e-05,-7.1,6.4,-14.8,13.5,-920.0,1830.0,False
GW190519_153544-v2,GW190519_153544,GWTC-2.1-confident,1242315362.3,O3a,BBH,44.3,105.6,65.1,40.8,100.0,2600.0,0.45,0.33,1.0,1e-05,-7.5,6.8,-13.9,14.4,-960.0,1720.0,True
GW190519_153544-v3,GW190519_153544,IAS-O3a,1242315362.4,O3a,BBH,43.0,103.0,62.0,41.0,,3000.0,0.5,0.4,1.0,0.001,-13.0,19.0,-19.0,92.0,-1600.0,3000.0,False
GW190517_055101-v1,GW190517_055101,GWTC-2,1242107479.8,O3a,BBH,26.6,63.5,37.4,25.3,59.3,1860.0,0.34,0.52,1.0,5.720513515363399e-05,-4.0,4.0,-9.6,9.6,-840.0,1620.0,False
GW190517_055101-v2,GW190517_055101,GWTC-2.1-confident,1242107479.8,O3a,BBH,26.5,64.1,39.2,24.0,60.1,1790.0,0.33,0.49,1.0,0.00035,-4.2,4.0,-9.8,9.9,-880.0,1750.0,True
GW190517_055101-v3,GW190517_055101,IAS-O3a,1242107479.8,O3a,BBH,28.0,65.0,39.0,27.0,,2200.0,0.39,0.6,1.0,0.001,-6.0,18.0,-10.0,77.0,-1200.0,4600.0,False
GW190514_065416-v1,GW190514_065416,GWTC-2,1241852074.8,O3a,BBH,28.5,67.2,39.0,28.4,64.5,4130.0,0.67,-0.19,0.95959,0.5266876793595081,-4.8,7.9,-10.8,18.7,-2170.0,2650.0,False
GW190514_065416-v2,GW190514_065416,GWTC-2.1-confident,1241852074.8,O3a,BBH,29.1,69.3,40.9,28.4,66.4,3890.0,0.64,-0.08,0.76021,2.8,-5.4,8.1,-12.1,19.8,-2070.0,2610.0,True
GW190514_065416-v3,GW190514_065416,IAS-O3a,1241852074.8,O3a,BBH,29.0,68.0,39.0,28.0,,4000.0,0.6,-0.4,0.98,0.0034,-6.0,22.0,-13.0,81.0,-2000.0,5000.0,False
GW190513_205428-v1,GW190513_205428,GWTC-2,1241816086.8,O3a,BBH,21.6,53.9,35.7,18.0,51.6,2060.0,0.37,0.11,1.0,1e-05,-1.9,3.8,-5.9,8.6,-800.0,880.0,False
GW190513_205428-v2,GW190513_205428,GWTC-2.1-confident,1241816086.7,O3a,BBH,21.8,54.4,36.0,18.3,52.1,2210.0,0.4,0.16,0.99998,1.3e-05,-2.2,3.8,-6.7,9.3,-810.0,990.0,True
GW190513_205428-v3,GW190513_205428,IAS-O3a,1241816086.7,O3a,BBH,23.0,58.0,41.0,18.0,,2400.0,0.42,0.3,1.0,0.001,-4.0,17.0,-9.0,66.0,-1200.0,2000.0,False
GW190512_180714-v1,GW190512_180714,GWTC-2,1241719652.4,O3a,BBH,14.6,35.9,23.3,12.6,34.5,1430.0,0.27,0.03,1.0,1e-05,-1.0,1.3,-3.5,3.8,-550.0,550.0,False
GW190512_180714-v2,GW190512_180714,GWTC-2.1-confident,1241719652.4,O3a,BBH,14.6,35.8,23.2,12.5,34.3,1460.0,0.28,0.02,1.0,1e-05,-0.9,1.4,-3.5,4.1,-590.0,510.0,True
GW190512_180714-v3,GW190512_180714,IAS-O3a,1241719652.4,O3a,BBH,14.4,36.0,24.0,12.0,,1600.0,0.29,0.1,1.0,0.001,-1.3,3.5,-4.0,21.0,-700.0,800.0,False
GW190503_185404-v1,GW190503_185404,GWTC-2,1240944862.3,O3a,BBH,30.2,71.7,43.3,28.4,68.6,1450.0,0.27,-0.03,1.0,1e-05,-4.2,4.2,-8.3,9.4,-630.0,690.0,False
GW190503_185404-v2,GW190503_185404,GWTC-2.1-confident,1240944862.2,O3a,BBH,29.3,69.4,41.3,28.3,66.5,1520.0,0.29,-0.05,1.0,1e-05,-4.4,4.5,-8.6,10.1,-600.0,630.0,True
GW190503_185404-v3,GW190503_185404,IAS-O3a,1240944862.3,O3a,BBH,31.0,73.0,42.0,31.0,,1600.0,0.31,-0.1,1.0,0.001,-7.0,20.0,-12.0,78.0,-800.0,1300.0,False
GW190426_190642-v1,GW190426_190642,GWTC-2.1-confident,1240340820.6,O3a,BBH,76.0,182.3,105.5,76.0,172.9,4580.0,0.73,0.23,0.75053,4.1,-17.4,19.1,-35.7,40.2,-2280.0,3400.0,True
GW190426_152155-v1,GW190426_152155,GWTC-2,1240327333.3,O3a,NSBH,2.41,7.2,5.7,1.5,,370.0,0.08,-0.03,,1.443741335492165,-0.08,0.08,-1.5,3.5,-160.0,180.0,False
GW190426_152155-v2,GW190426_152155,GWTC-2.1-marginal,1240327333.3,O3a,unknown,,,,,,,,,,0.91,,,,,,,True
GW190425-v1,GW190425,O3_Discovery_Papers,1240215503.0,O3a,BNS,1.44,3.3,1.74,1.56,,159.0,0.04,0.012,,,-0.02,0.02,-0.1,0.1,-72.0,69.0,True
GW190425-v2,GW190425,GWTC-2,1240215503.0,O3a,BNS,1.44,3.4,2.0,1.4,,160.0,0.03,0.06,,0.000751854698112682,-0.02,0.02,-0.1,0.3,-70.0,70.0,False
GW190425_081805-v3,GW190425,GWTC-2.1-confident,1240215503.0,O3a,BNS,1.44,3.4,2.1,1.3,,150.0,0.03,0.07,0.78349,0.034,-0.02,0.02,-0.1,0.3,-60.0,80.0,False
GW190424_180648-v1,GW190424_180648,GWTC-2,1240164426.1,O3a,BBH,31.0,72.6,40.5,31.8,68.9,2200.0,0.39,0.13,0.906492,0.7822864941910456,-4.6,5.8,-10.7,13.3,-1160.0,1580.0,False
GW190424_180648-v2,GW190424_180648,GWTC-2.1-auxiliary,1240164426.1,O3a,unknown,,,,,,,,,0.12110151519463319,9.038785546924121,,,,,,,True
GW190421_213856-v1,GW190421_213856,GWTC-2,1239917954.3,O3a,BBH,31.2,72.9,41.3,31.9,69.7,2880.0,0.49,-0.06,0.999768,0.0007738314255311893,-4.2,5.9,-9.2,13.4,-1380.0,1370.0,False
GW190421_213856-v2,GW190421_213856,GWTC-2.1-confident,1239917954.2,O3a,BBH,31.4,73.6,42.0,32.0,70.5,2590.0,0.45,-0.1,0.99792,0.0028,-4.6,6.0,-9.5,13.2,-1240.0,1490.0,True
GW190421_213856-v3,GW190421_213856,IAS-O3a,1239917954.2,O3a,BBH,31.0,74.0,43.0,31.0,,2800.0,0.5,-0.1,1.0,0.001,-6.0,25.0,-12.0,94.0,-1600.0,2300.0,False
GW190413_134308-v1,GW190413_134308,GWTC-2,1239198206.7,O3a,BBH,33.0,78.8,47.5,31.8,75.5,4450.0,0.71,-0.03,0.9849,0.043657319879159086,-5.4,8.2,-11.9,17.4,-2120.0,2480.0,False
GW190413_134308-v2,GW190413_134308,GWTC-2.1-confident,1239198206.7,O3a,BBH,33.3,81.3,51.3,30.4,78.0,3800.0,0.62,-0.01,0.99058,0.18,-6.3,7.8,-11.8,16.8,-1830.0,2480.0,True
GW190413_134308-v3,GW190413_134308,IAS-O3a,1239198206.7,O3a,BBH,34.0,84.0,56.0,29.0,,4000.0,0.6,0.0,1.0,0.001,-10.0,17.0,-16.0,77.0,-2000.0,4000.0,False
GW190413_052954-v1,GW190413_052954,GWTC-2,1239168612.5,O3a,BBH,24.6,58.6,34.7,23.7,56.0,3550.0,0.59,-0.01,0.97779,0.07168326663702794,-4.1,5.5,-9.7,13.3,-1660.0,2270.0,False
GW190413_052954-v2,GW190413_052954,GWTC-2.1-confident,1239168612.5,O3a,BBH,24.5,58.0,33.7,24.2,55.5,3320.0,0.56,-0.04,0.9275,0.82,-3.4,4.6,-7.8,10.6,-1400.0,1910.0,True
GW190413_052954-v3,GW190413_052954,IAS-O3a,1239168612.5,O3a,BBH,24.0,57.0,33.0,23.0,,4000.0,0.7,0.0,0.83,0.24,-6.0,6.0,-10.0,30.0,-2000.0,3000.0,False
GW190412-v1,GW190412,O3_Discovery_Papers,1239082262.2,O3a,unknown,,,,,,,,,,,,,,,,,True
GW190412-v2,GW190412,O3_Discovery_Papers,1239082262.2,O3a,BBH,13.3,38.4,30.1,8.3,,740.0,0.15,0.25,,,-0.4,0.4,-3.9,3.8,-160.0,130.0,False
GW190412-v3,GW190412,GWTC-2,1239082262.2,O3a,BBH,13.3,38.4,30.1,8.3,37.3,740.0,0.15,0.25,1.0,1e-05,-0.3,0.4,-3.7,3.8,-170.0,140.0,False
GW190412_053044-v4,GW190412,GWTC-2.1-confident,1239082262.1,O3a,BBH,13.3,36.8,27.7,9.0,35.6,720.0,0.15,0.21,1.0,1e-05,-0.5,0.5,-4.4,4.7,-220.0,240.0,False
GW190412-v5,GW190412,IAS-O3a,1239082262.1,O3a,BBH,13.3,39.0,31.0,8.0,,700.0,0.15,0.2,1.0,0.001,-0.9,1.6,-8.0,14.0,-300.0,400.0,False
GW190408_181802-v1,GW190408_181802,GWTC-2,1238782700.3,O3a,BBH,18.3,43.0,24.6,18.4,41.1,1550.0,0.29,-0.03,1.0,1e-05,-1.2,1.9,-3.0,4.2,-600.0,400.0,False
GW190408_181802-v2,GW190408_181802,GWTC-2.1-confident,1238782700.2,O3a,BBH,18.5,43.4,24.8,18.5,41.4,1540.0,0.29,-0.03,1.0,1e-05,-1.2,1.9,-3.0,4.2,-620.0,440.0,True
GW190408_181802-v3,GW190408_181802,IAS-O3a,1238782700.3,O3a,BBH,18.0,43.0,25.0,18.0,,1600.0,0.3,0.0,1.0,0.001,-3.0,9.0,-5.0,42.0,-800.0,1000.0,False
GW190403_051519-v1,GW190403_051519,GWTC-2.1-confident,1238303737.2,O3a,BBH,34.0,106.6,85.0,20.0,102.2,8280.0,1.18,0.68,0.60924,7.7,-8.4,15.1,-23.6,26.7,-4290.0,6720.0,True
GW170823-v1,GW170823,GWTC-1-confident,1187529256.5,O2,BBH,29.2,68.5,39.5,29.0,65.4,1940.0,0.35,0.09,1.0,1e-07,-3.6,4.6,,,-900.0,970.0,False
GW170823-v2,GW170823,GWTC-2.1-confident,1187529256.5,O2,BBH,28.6,67.0,38.3,29.0,63.9,1970.0,0.36,0.05,,,-3.3,4.5,-7.2,10.3,-930.0,840.0,True
GW170818-v1,GW170818,GWTC-1-confident,1187058327.1,O2,BBH,26.5,62.099999999999994,35.4,26.7,59.4,1060.0,0.21,-0.09,1.0,4.2000000000000004e-05,-1.7,2.1,,,-380.0,420.0,False
GW170818-v2,GW170818,GWTC-2.1-confident,1187058327.1,O2,BBH,26.8,62.5,34.8,27.6,59.7,1080.0,0.21,-0.06,,,-2.0,2.3,-4.6,5.3,-410.0,430.0,True
GW170817-v1,GW170817,O1_O2-Preliminary,1187008882.4,O2,unknown,,,,,,,,,,,,,,,,,False
GW170817-v2,GW170817,O1_O2-Preliminary,1187008882.4,O2,unknown,,,,,,,,,,,,,,,,,False
GW170817-v3,GW170817,GWTC-1-confident,1187008882.4,O2,BNS,1.186,2.73,1.46,1.27,2.8,40.0,0.01,0.0,1.0,1e-07,-0.001,0.001,,,-15.0,7.0,True
GW170814-v1,GW170814,O1_O2-Preliminary,1186741861.5,O2,unknown,,,,,,,,,,,,,,,,,False
GW170814-v2,GW170814,O1_O2-Preliminary,1186741861.5,O2,unknown,,,,,,,,,,,,,,,,,False
GW170814-v3,GW170814,GWTC-1-confident,1186741861.5,O2,BBH,24.1,55.8,30.6,25.2,53.2,600.0,0.12,0.07,1.0,1e-07,-1.1,1.4,,,-220.0,150.0,False
GW170814-v4,GW170814,GWTC-2.1-confident,1186741861.5,O2,BBH,24.1,56.0,30.9,24.9,53.2,610.0,0.13,0.08,,,-1.2,1.4,-3.0,3.5,-230.0,160.0,True
GW170809-v1,GW170809,GWTC-1-confident,1186302519.8,O2,BBH,24.9,58.8,35.0,23.8,56.3,1030.0,0.2,0.08,1.0,1e-07,-1.7,2.1,,,-390.0,320.0,False
GW170809-v2,GW170809,GWTC-2.1-confident,1186302519.8,O2,BBH,24.8,58.5,34.1,24.2,55.7,1070.0,0.21,0.07,,,-1.6,2.2,-3.9,5.3,-380.0,310.0,True
GW170729-v1,GW170729,GWTC-1-confident,1185389807.3,O2,BBH,35.4,84.2,50.2,34.0,79.5,2840.0,0.49,0.37,0.98,0.02,-4.8,6.5,,,-1360.0,1400.0,False
GW170729-v2,GW170729,GWTC-2.1-confident,1185389807.3,O2,BBH,34.6,84.4,54.7,30.2,80.3,2490.0,0.44,0.29,,,-5.7,7.0,-10.9,15.0,-1230.0,1690.0,True
170720-v1,170720,GWTC-1-marginal,1184625889.8,O2,unknown,,,,,,,,,,10.75,,,,,,,True
170705-v1,170705,GWTC-1-marginal,1183279534.3,O2,unknown,,,,,,,,,,10.97,,,,,,,True
170630-v1,170630,GWTC-1-marginal,1182874645.8,O2,unknown,,,,,,,,,,10.46,,,,,,,True
170616-v1,170616,GWTC-1-marginal,1181677658.8,O2,unknown,,,,,,,,,,1.94,,,,,,,True
GW170608-v1,GW170608,O1_O2-Preliminary,1180922494.5,O2,unknown,,,,,,,,,,,,,,,,,False
GW170608-v2,GW170608,O1_O2-Preliminary,1180922494.5,O2,unknown,,,,,,,,,,,,,,,,,False
GW170608-v3,GW170608,GWTC-1-confident,1180922494.5,O2,BBH,7.9,18.6,11.0,7.6,17.8,320.0,0.07,0.03,1.0,1e-07,-0.2,0.2,,,-110.0,120.0,False
GW170608-v4,GW170608,GWTC-2.1-confident,1180922494.5,O2,BBH,7.9,18.5,10.6,7.8,17.7,340.0,0.07,0.05,,,-0.2,0.2,-0.6,2.0,-130.0,120.0,True
170423-v1,170423,GWTC-1-marginal,1176984663.0,O2,unknown,,,,,,,,,,6.47,,,,,,,True
170412-v1,170412,GWTC-1-marginal,1176047817.0,O2,unknown,,,,,,,,,,8.22,,,,,,,True
170405-v1,170405,GWTC-1-marginal,1175425510.7,O2,unknown,,,,,,,,,,4.55,,,,,,,True
170219-v1,170219,GWTC-1-marginal,1171548267.0,O2,unknown,,,,,,,,,,6.26,,,,,,,True
170208-v1,170208,GWTC-1-marginal,1170585583.8,O2,unknown,,,,,,,,,,11.18,,,,,,,True
GW170104-v1,GW170104,O1_O2-Preliminary,1167559936.6,O2,unknown,,,,,,,,,,,,,,,,,False
GW170104-v2,GW170104,GWTC-1-confident,1167559936.6,O2,BBH,21.4,50.8,30.8,20.0,48.9,990.0,0.2,-0.04,1.0,1e-07,-1.8,2.2,,,-430.0,440.0,False
GW170104-v3,GW170104,GWTC-2.1-confident,1167559936.6,O2,BBH,21.1,49.6,28.7,20.8,47.5,1110.0,0.22,-0.04,,,-1.5,2.0,-3.6,4.7,-480.0,390.0,True
161217-v1,161217,GWTC-1-marginal,1165994201.4,O2,unknown,,,,,,,,,,10.12,,,,,,,True
161202-v1,161202,GWTC-1-marginal,1164686041.9,O2,unknown,,,,,,,,,,6.0,,,,,,,True
GW151226-v1,GW151226,O1_O2-Preliminary,1135136350.6,O1,unknown,,,,,,,,,,,,,,,,,False
GW151226-v2,GW151226,GWTC-1-confident,1135136350.6,O1,BBH,8.9,21.4,13.7,7.7,20.5,450.0,0.09,0.18,1.0,1e-07,-0.3,0.3,,,-190.0,180.0,False
GW151226-v3,GW151226,GWTC-2.1-confident,1135136350.6,O1,BBH,8.9,21.7,14.2,7.5,20.7,460.0,0.1,0.2,,,-0.3,0.3,-1.6,8.3,-200.0,160.0,True
151116-v1,151116,GWTC-1-marginal,1131748925.7,O1,unknown,,,,,,,,,,4.77,,,,,,,True
GW151012-v1,GW151012,O1_O2-Preliminary,1128678900.4,O1,unknown,,,,,,,,,,,,,,,,,False
GW151012-v2,GW151012,O1_O2-Preliminary,1128678900.4,O1,unknown,,,,,,,,,,,,,,,,,False
GW151012-v3,GW151012,GWTC-1-confident,1128678900.4,O1,BBH,15.2,36.8,23.2,13.6,35.6,1080.0,0.21,0.05,1.0,0.00792,-1.2,2.1,,,-490.0,550.0,False
GW151012-v4,GW151012,GWTC-2.1-confident,1128678900.4,O1,BBH,15.6,38.8,24.8,13.6,37.1,1000.0,0.2,0.12,,,-1.5,2.3,-4.7,10.3,-490.0,640.0,True
151012.2-v1,151012.2,GWTC-1-marginal,1128666662.2,O1,unknown,,,,,,,,,,8.56,,,,,,,True
151008-v1,151008,GWTC-1-marginal,1128348574.5,O1,unknown,,,,,,,,,,10.17,,,,,,,True
GW150914-v1,GW150914,O1_O2-Preliminary,1126259462.4,O1,unknown,,,,,,,,,,,,,,,,,False
GW150914-v2,GW150914,O1_O2-Preliminary,1126259462.4,O1,unknown,,,,,,,,,,,,,,,,,False
GW150914-v3,GW150914,GWTC-1-confident,1126259462.4,O1,BBH,28.6,66.2,35.6,30.6,63.1,440.0,0.09,-0.01,1.0,1e-07,-1.5,1.7,,,-170.0,150.0,False
GW150914-v4,GW150914,GWTC-2.1-confident,1126259462.4,O1,BBH,27.9,64.5,34.6,30.0,61.5,470.0,0.1,-0.04,,,-1.5,1.7,-3.2,3.7,-160.0,140.0,True
blind_injection-v1,blind_injection,Initial_LIGO_Virgo,968654557.9,other,unknown,,,,,,,,,,,,,,,,,True
GRB051103-v1,GRB051103,Initial_LIGO_Virgo,815043278.0,other,unknown,,,,,,,,,,,,,,,,,True
